Id,title,rating
1,Toy Story (1995),3.9209302325581397
2,Jumanji (1995),3.4318181818181817
3,Grumpier Old Men (1995),3.2596153846153846
4,Waiting to Exhale (1995),2.357142857142857
5,Father of the Bride Part II (1995),3.0714285714285716
6,Heat (1995),3.946078431372549
7,Sabrina (1995),3.185185185185185
8,Tom and Huck (1995),2.875
9,Sudden Death (1995),3.125
10,GoldenEye (1995),3.496212121212121
11,"American President, The (1995)",3.6714285714285713
12,Dracula: Dead and Loving It (1995),2.4210526315789473
13,Balto (1995),3.125
14,Nixon (1995),3.8333333333333335
15,Cutthroat Island (1995),3.0
16,Casino (1995),3.926829268292683
17,Sense and Sensibility (1995),3.7761194029850746
18,Four Rooms (1995),3.7
19,Ace Ventura: When Nature Calls (1995),2.727272727272727
20,Money Train (1995),2.5
21,Get Shorty (1995),3.49438202247191
22,Copycat (1995),3.2222222222222223
23,Assassins (1995),3.125
24,Powder (1995),3.125
25,Leaving Las Vegas (1995),3.625
26,Othello (1995),3.5
27,Now and Then (1995),3.3333333333333335
28,Persuasion (1995),4.2272727272727275
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",4.0131578947368425
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.0
31,Dangerous Minds (1995),3.1842105263157894
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.983050847457627
34,Babe (1995),3.65234375
36,Dead Man Walking (1995),3.8358208955223883
38,It Takes Two (1995),2.125
39,Clueless (1995),3.293269230769231
40,"Cry, the Beloved Country (1995)",4.25
41,Richard III (1995),3.7
42,Dead Presidents (1995),3.0
43,Restoration (1995),3.1875
44,Mortal Kombat (1995),2.5434782608695654
45,To Die For (1995),3.3125
46,How to Make an American Quilt (1995),3.066666666666667
47,Seven (a.k.a. Se7en) (1995),3.9753694581280787
48,Pocahontas (1995),3.1470588235294117
49,When Night Is Falling (1995),3.0
50,"Usual Suspects, The (1995)",4.237745098039215
52,Mighty Aphrodite (1995),3.4642857142857144
53,Lamerica (1994),5.0
54,"Big Green, The (1995)",2.3333333333333335
55,Georgia (1995),4.0
57,Home for the Holidays (1995),3.0625
58,"Postman, The (Postino, Il) (1994)",4.027027027027027
60,"Indian in the Cupboard, The (1995)",3.235294117647059
61,Eye for an Eye (1996),3.75
62,Mr. Holland's Opus (1995),3.70625
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.7142857142857144
64,Two if by Sea (1996),2.2
65,Bio-Dome (1996),2.532258064516129
66,Lawnmower Man 2: Beyond Cyberspace (1996),2.5
68,French Twist (Gazon maudit) (1995),3.4
69,Friday (1995),3.775
70,From Dusk Till Dawn (1996),3.5090909090909093
71,Fair Game (1995),1.7
72,Kicking and Screaming (1995),3.2142857142857144
73,"Misérables, Les (1995)",3.4615384615384617
74,Bed of Roses (1996),4.0
75,Big Bully (1996),2.2
76,Screamers (1995),3.4
77,Nico Icon (1995),4.0
78,"Crossing Guard, The (1995)",3.3333333333333335
79,"Juror, The (1996)",2.764705882352941
80,"White Balloon, The (Badkonake sefid) (1995)",4.0
81,Things to Do in Denver When You're Dead (1995),3.107142857142857
82,Antonia's Line (Antonia) (1995),3.875
83,Once Upon a Time... When We Were Colored (1995),3.0
85,Angels and Insects (1995),3.857142857142857
86,White Squall (1996),3.966666666666667
87,Dunston Checks In (1996),2.5
88,Black Sheep (1996),3.15625
89,Nick of Time (1995),3.25
92,Mary Reilly (1996),2.625
93,Vampire in Brooklyn (1995),2.8333333333333335
94,Beautiful Girls (1996),3.95
95,Broken Arrow (1996),3.0238095238095237
96,In the Bleak Midwinter (1995),3.5
97,"Hate (Haine, La) (1995)",3.9
99,Heidi Fleiss: Hollywood Madam (1995),5.0
100,City Hall (1996),2.7857142857142856
101,Bottle Rocket (1996),3.782608695652174
102,Mr. Wrong (1996),2.4
103,Unforgettable (1996),3.0
104,Happy Gilmore (1996),3.4393939393939394
105,"Bridges of Madison County, The (1995)",3.282608695652174
106,Nobody Loves Me (Keiner liebt mich) (1994),4.0
107,Muppet Treasure Island (1996),3.326923076923077
108,Catwalk (1996),4.0
